Ejercicio,REGION,Código Entidad,Entidad,Código Departamento,Departamento,Código Clase,Clase,Código Sección,Sección,Código Grupo,Grupo,Código Recurso,Recurso,Asignado,Modificado,Vigente,Devengado,Percibido
2020,REGIÓN I METROPOLITANA,12100101,MUNICIPALIDAD DE GUATEMALA,0100,GUATEMALA,11000,INGRESOS NO TRIBUTARIOS,11600,MULTAS,11610,ORIGINADAS POR INGRESOS NO TRIBUTARIOS,11610,ORIGINADAS POR INGRESOS NO TRIBUTARIOS,37145000.00,0.00,37145000.00,6836335.70,6836335.70
2020,REGIÓN I METROPOLITANA,12100101,MUNICIPALIDAD DE GUATEMALA,0100,GUATEMALA,11000,INGRESOS NO TRIBUTARIOS,11700,INTERESES POR MORA,11710,ORIGINADOS POR INGRESOS NO TRIBUTARIOS,11710,ORIGINADOS POR INGRESOS NO TRIBUTARIOS,2837000.00,0.00,2837000.00,454381.75,454381.75
2020,REGIÓN I METROPOLITANA,12100101,MUNICIPALIDAD DE GUATEMALA,0100,GUATEMALA,13000,VTA. DE BIENES Y SERV. DE LA ADM. PÚBLICA,13200,VENTA DE SERVICIOS,13260,SERVICIOS ADMINISTRATIVOS MUNICIPALES,13260,SERVICIOS ADMINISTRATIVOS MUNICIPALES,136035000.00,0.00,136035000.00,21265366.66,21265366.66
2020,REGIÓN I METROPOLITANA,12100101,MUNICIPALIDAD DE GUATEMALA,0100,GUATEMALA,14000,INGRESOS DE OPERACION,14200,VENTA DE SERVICIOS,14240,SERVICIOS PÚBLICOS MUNICIPALES,14240,SERVICIOS PÚBLICOS MUNICIPALES,39554000.00,0.00,39554000.00,12125545.91,12125545.91
2020,REGIÓN I METROPOLITANA,12100101,MUNICIPALIDAD DE GUATEMALA,0100,GUATEMALA,15000,RENTAS DE LA PROPIEDAD,15100,INTERESES,15130,POR DEPOSITOS,15131,POR DEPÓSITOS INTERNOS,3100000.00,0.00,3100000.00,767683.70,767683.70
2020,REGIÓN I METROPOLITANA,12100101,MUNICIPALIDAD DE GUATEMALA,0100,GUATEMALA,15000,RENTAS DE LA PROPIEDAD,15300,ARRENDAMIENTO DE TIERRAS Y TERRENOS,15310,ARRENDAMIENTO DE TIERRAS Y TERRENOS,15310,ARRENDAMIENTO DE TIERRAS Y TERRENOS,15000.00,0.00,15000.00,1480.50,1480.50
2020,REGIÓN I METROPOLITANA,12100101,MUNICIPALIDAD DE GUATEMALA,0100,GUATEMALA,16000,TRANSFERENCIAS CORRIENTES,16100,DEL SECTOR PRIVADO,16130,DE EMPRESAS PRIVADAS,16130,DE EMPRESAS PRIVADAS,1000000.00,0.00,1000000.00,9960.00,9960.00
2020,REGIÓN I METROPOLITANA,12100101,MUNICIPALIDAD DE GUATEMALA,0100,GUATEMALA,16000,TRANSFERENCIAS CORRIENTES,16200,DEL SECTOR PÚBLICO,16210,DE LA ADMINISTRACIÓN CENTRAL,16210,DE LA ADMINISTRACIÓN CENTRAL,36250000.00,0.00,36250000.00,15947020.11,15947020.11
2020,REGIÓN I METROPOLITANA,12100101,MUNICIPALIDAD DE GUATEMALA,0100,GUATEMALA,16000,TRANSFERENCIAS CORRIENTES,16400,DONACIONES CORRIENTES,16420,DE ORGANISMOS E INSTITUCIONES INTERNACIONALES,16420,DE ORGANISMOS E INSTITUCIONES INTERNACIONALES,42150000.00,0.00,42150000.00,0.00,0.00
2020,REGIÓN I METROPOLITANA,12100101,MUNICIPALIDAD DE GUATEMALA,0100,GUATEMALA,17000,TRANSFERENCIAS DE CAPITAL,17200,DEL SECTOR PÚBLICO,17210,DE LA ADMINISTRACIÓN CENTRAL,17210,DE LA ADMINISTRACIÓN CENTRAL,239450000.00,0.00,239450000.00,80671397.62,80671397.62
2020,REGIÓN I METROPOLITANA,12100101,MUNICIPALIDAD DE GUATEMALA,0100,GUATEMALA,17000,TRANSFERENCIAS DE CAPITAL,17200,DEL SECTOR PÚBLICO,17230,DE EMPRESAS PUBLICAS NO FINANCIERAS,17232,DE EMPRESAS PÚBLICAS MUNICIPALES,30000000.00,0.00,30000000.00,5800000.00,5800000.00
2020,REGIÓN I METROPOLITANA,12100101,MUNICIPALIDAD DE GUATEMALA,0100,GUATEMALA,23000,DISMINUCIÓN DE OTROS ACTIVOS FINANCIEROS,23100,DISMINUCIÓN DE DISPONIBILIDADES,23110,DISMINUCIÓN DE CAJA Y BANCOS,23110,DISMINUCIÓN DE CAJA Y BANCOS,40000000.00,123429602.56,163429602.56,0.00,0.00
2020,REGIÓN I METROPOLITANA,12100102,MUNICIPALIDAD DE SANTA CATARINA PINULA,0100,GUATEMALA,10000,INGRESOS TRIBUTARIOS,10100,IMPUESTOS DIRECTOS,10140,IMPUESTOS MUNICIPALES,10141,SOBRE LA TENENCIA DE PATRIMONIO,79560000.00,0.00,79560000.00,33385082.36,33385082.36
2020,REGIÓN I METROPOLITANA,12100102,MUNICIPALIDAD DE SANTA CATARINA PINULA,0100,GUATEMALA,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10280,ARBITRIOS MUNICIPALES,10281,SOBRE ESTABLECIMIENTOS COMERCIALES,250000.00,0.00,250000.00,42550.98,42550.98
2020,REGIÓN I METROPOLITANA,12100102,MUNICIPALIDAD DE SANTA CATARINA PINULA,0100,GUATEMALA,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10280,ARBITRIOS MUNICIPALES,10282,SOBRE ESTABLECIMIENTOS DE SERVICIOS,150000.00,0.00,150000.00,7500.00,7500.00
2020,REGIÓN I METROPOLITANA,12100102,MUNICIPALIDAD DE SANTA CATARINA PINULA,0100,GUATEMALA,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10280,ARBITRIOS MUNICIPALES,10284,SOBRE DIVERSIONES Y ESPECTÁCULOS,130000.00,0.00,130000.00,65667.00,65667.00
2020,REGIÓN I METROPOLITANA,12100102,MUNICIPALIDAD DE SANTA CATARINA PINULA,0100,GUATEMALA,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10280,ARBITRIOS MUNICIPALES,10289,OTROS ARBITRIOS MUNICIPALES,1300000.00,0.00,1300000.00,788669.20,788669.20
2020,REGIÓN I METROPOLITANA,12100102,MUNICIPALIDAD DE SANTA CATARINA PINULA,0100,GUATEMALA,11000,INGRESOS NO TRIBUTARIOS,11200,TASAS,11290,TASAS Y LICENCIAS VARIAS,11290,TASAS Y LICENCIAS VARIAS,28807000.00,0.00,28807000.00,7886762.59,7886762.59
2020,REGIÓN I METROPOLITANA,12100102,MUNICIPALIDAD DE SANTA CATARINA PINULA,0100,GUATEMALA,11000,INGRESOS NO TRIBUTARIOS,11300,CONTRIBUCIONES POR MEJORAS,11310,CONTRIBUCIONES POR MEJORAS,11310,CONTRIBUCIONES POR MEJORAS,50000.00,0.00,50000.00,2000.00,2000.00
2020,REGIÓN I METROPOLITANA,12100102,MUNICIPALIDAD DE SANTA CATARINA PINULA,0100,GUATEMALA,11000,INGRESOS NO TRIBUTARIOS,11400,"ARRENDAMIENTO DE EDIFICIOS, EQUIPOS E INSTALACIONES",11410,DE EDIFICIOS Y VIVIENDAS,11410,DE EDIFICIOS Y VIVIENDAS,1000000.00,0.00,1000000.00,382579.93,382579.93
2020,REGIÓN I METROPOLITANA,12100102,MUNICIPALIDAD DE SANTA CATARINA PINULA,0100,GUATEMALA,11000,INGRESOS NO TRIBUTARIOS,11600,MULTAS,11610,ORIGINADAS POR INGRESOS NO TRIBUTARIOS,11610,ORIGINADAS POR INGRESOS NO TRIBUTARIOS,5740000.00,0.00,5740000.00,6057084.60,6057084.60
2020,REGIÓN I METROPOLITANA,12100102,MUNICIPALIDAD DE SANTA CATARINA PINULA,0100,GUATEMALA,11000,INGRESOS NO TRIBUTARIOS,11900,OTROS INGRESOS NO TRIBUTARIOS,11990,OTROS INGRESOS NO TRIBUTARIOS,11990,OTROS INGRESOS NO TRIBUTARIOS,153000.00,0.00,153000.00,55000.00,55000.00
2020,REGIÓN I METROPOLITANA,12100102,MUNICIPALIDAD DE SANTA CATARINA PINULA,0100,GUATEMALA,13000,VTA. DE BIENES Y SERV. DE LA ADM. PÚBLICA,13200,VENTA DE SERVICIOS,13260,SERVICIOS ADMINISTRATIVOS MUNICIPALES,13260,SERVICIOS ADMINISTRATIVOS MUNICIPALES,4294126.00,0.00,4294126.00,1363539.32,1363539.32
2020,REGIÓN I METROPOLITANA,12100102,MUNICIPALIDAD DE SANTA CATARINA PINULA,0100,GUATEMALA,14000,INGRESOS DE OPERACION,14200,VENTA DE SERVICIOS,14240,SERVICIOS PÚBLICOS MUNICIPALES,14240,SERVICIOS PÚBLICOS MUNICIPALES,7862000.00,0.00,7862000.00,2701124.18,2701124.18
2020,REGIÓN I METROPOLITANA,12100102,MUNICIPALIDAD DE SANTA CATARINA PINULA,0100,GUATEMALA,15000,RENTAS DE LA PROPIEDAD,15100,INTERESES,15130,POR DEPOSITOS,15131,POR DEPÓSITOS INTERNOS,12000000.00,0.00,12000000.00,2895856.18,2895856.18
2020,REGIÓN I METROPOLITANA,12100102,MUNICIPALIDAD DE SANTA CATARINA PINULA,0100,GUATEMALA,16000,TRANSFERENCIAS CORRIENTES,16100,DEL SECTOR PRIVADO,16120,DE INSTITUCIONES PRIVADAS SIN FINES DE LUCRO,16120,DE INSTITUCIONES PRIVADAS SIN FINES DE LUCRO,0.00,34400.00,34400.00,0.00,0.00
2020,REGIÓN I METROPOLITANA,12100102,MUNICIPALIDAD DE SANTA CATARINA PINULA,0100,GUATEMALA,16000,TRANSFERENCIAS CORRIENTES,16200,DEL SECTOR PÚBLICO,16210,DE LA ADMINISTRACIÓN CENTRAL,16210,DE LA ADMINISTRACIÓN CENTRAL,10690000.00,0.00,10690000.00,5056735.77,5056735.77
2020,REGIÓN I METROPOLITANA,12100102,MUNICIPALIDAD DE SANTA CATARINA PINULA,0100,GUATEMALA,16000,TRANSFERENCIAS CORRIENTES,16400,DONACIONES CORRIENTES,16420,DE ORGANISMOS E INSTITUCIONES INTERNACIONALES,16420,DE ORGANISMOS E INSTITUCIONES INTERNACIONALES,0.00,36269.65,36269.65,0.00,0.00
2020,REGIÓN I METROPOLITANA,12100102,MUNICIPALIDAD DE SANTA CATARINA PINULA,0100,GUATEMALA,17000,TRANSFERENCIAS DE CAPITAL,17200,DEL SECTOR PÚBLICO,17210,DE LA ADMINISTRACIÓN CENTRAL,17210,DE LA ADMINISTRACIÓN CENTRAL,52130000.00,0.00,52130000.00,25493284.51,25493284.51
2020,REGIÓN I METROPOLITANA,12100102,MUNICIPALIDAD DE SANTA CATARINA PINULA,0100,GUATEMALA,17000,TRANSFERENCIAS DE CAPITAL,17200,DEL SECTOR PÚBLICO,17220,DE ENTIDADES DESCENTRALIZADAS Y AUTÓNOMAS NO FINANCIERAS,17220,DE ENTIDADES DESCENTRALIZADAS Y AUTÓNOMAS NO FINANCIERAS,10883874.00,6450996.06,17334870.06,6583772.69,6583772.69
2020,REGIÓN I METROPOLITANA,12100102,MUNICIPALIDAD DE SANTA CATARINA PINULA,0100,GUATEMALA,23000,DISMINUCIÓN DE OTROS ACTIVOS FINANCIEROS,23100,DISMINUCIÓN DE DISPONIBILIDADES,23110,DISMINUCIÓN DE CAJA Y BANCOS,23110,DISMINUCIÓN DE CAJA Y BANCOS,0.00,243842247.78,243842247.78,0.00,0.00
2020,REGIÓN I METROPOLITANA,12100103,MUNICIPALIDAD DE SAN JOSE PINULA,0100,GUATEMALA,10000,INGRESOS TRIBUTARIOS,10100,IMPUESTOS DIRECTOS,10140,IMPUESTOS MUNICIPALES,10141,SOBRE LA TENENCIA DE PATRIMONIO,23049000.00,0.00,23049000.00,9082300.99,9082300.99
2020,REGIÓN I METROPOLITANA,12100103,MUNICIPALIDAD DE SAN JOSE PINULA,0100,GUATEMALA,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10280,ARBITRIOS MUNICIPALES,10281,SOBRE ESTABLECIMIENTOS COMERCIALES,102200.00,0.00,102200.00,20.00,20.00
2020,REGIÓN I METROPOLITANA,12100103,MUNICIPALIDAD DE SAN JOSE PINULA,0100,GUATEMALA,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10280,ARBITRIOS MUNICIPALES,10282,SOBRE ESTABLECIMIENTOS DE SERVICIOS,4200.00,0.00,4200.00,100.00,100.00
2020,REGIÓN I METROPOLITANA,12100103,MUNICIPALIDAD DE SAN JOSE PINULA,0100,GUATEMALA,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10280,ARBITRIOS MUNICIPALES,10283,SOBRE ESTABLECIMIENTOS INDUSTRIALES,10485.00,0.00,10485.00,0.00,0.00
2020,REGIÓN I METROPOLITANA,12100103,MUNICIPALIDAD DE SAN JOSE PINULA,0100,GUATEMALA,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10280,ARBITRIOS MUNICIPALES,10284,SOBRE DIVERSIONES Y ESPECTÁCULOS,70300.00,0.00,70300.00,38378.00,38378.00
2020,REGIÓN I METROPOLITANA,12100103,MUNICIPALIDAD DE SAN JOSE PINULA,0100,GUATEMALA,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10280,ARBITRIOS MUNICIPALES,10287,SOBRE PRODUCTOS PRIMARIOS PECUARIOS,50.00,0.00,50.00,0.00,0.00
2020,REGIÓN I METROPOLITANA,12100103,MUNICIPALIDAD DE SAN JOSE PINULA,0100,GUATEMALA,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10280,ARBITRIOS MUNICIPALES,10289,OTROS ARBITRIOS MUNICIPALES,777100.00,0.00,777100.00,578786.21,578786.21
2020,REGIÓN I METROPOLITANA,12100103,MUNICIPALIDAD DE SAN JOSE PINULA,0100,GUATEMALA,11000,INGRESOS NO TRIBUTARIOS,11200,TASAS,11290,TASAS Y LICENCIAS VARIAS,11290,TASAS Y LICENCIAS VARIAS,11810000.00,0.00,11810000.00,4719769.05,4719769.05
2020,REGIÓN I METROPOLITANA,12100103,MUNICIPALIDAD DE SAN JOSE PINULA,0100,GUATEMALA,11000,INGRESOS NO TRIBUTARIOS,11400,"ARRENDAMIENTO DE EDIFICIOS, EQUIPOS E INSTALACIONES",11410,DE EDIFICIOS Y VIVIENDAS,11410,DE EDIFICIOS Y VIVIENDAS,820000.00,0.00,820000.00,200740.00,200740.00
2020,REGIÓN I METROPOLITANA,12100103,MUNICIPALIDAD DE SAN JOSE PINULA,0100,GUATEMALA,11000,INGRESOS NO TRIBUTARIOS,11600,MULTAS,11610,ORIGINADAS POR INGRESOS NO TRIBUTARIOS,11610,ORIGINADAS POR INGRESOS NO TRIBUTARIOS,850000.00,0.00,850000.00,184750.80,184750.80
2020,REGIÓN I METROPOLITANA,12100103,MUNICIPALIDAD DE SAN JOSE PINULA,0100,GUATEMALA,11000,INGRESOS NO TRIBUTARIOS,11900,OTROS INGRESOS NO TRIBUTARIOS,11990,OTROS INGRESOS NO TRIBUTARIOS,11990,OTROS INGRESOS NO TRIBUTARIOS,700000.00,0.00,700000.00,321671.93,321671.93
2020,REGIÓN I METROPOLITANA,12100103,MUNICIPALIDAD DE SAN JOSE PINULA,0100,GUATEMALA,13000,VTA. DE BIENES Y SERV. DE LA ADM. PÚBLICA,13200,VENTA DE SERVICIOS,13260,SERVICIOS ADMINISTRATIVOS MUNICIPALES,13260,SERVICIOS ADMINISTRATIVOS MUNICIPALES,2181800.00,0.00,2181800.00,663510.10,663510.10
2020,REGIÓN I METROPOLITANA,12100103,MUNICIPALIDAD DE SAN JOSE PINULA,0100,GUATEMALA,14000,INGRESOS DE OPERACION,14100,VENTA DE BIENES,14110,VENTA DE INSUMOS AGRÍCOLAS,14110,VENTA DE INSUMOS AGRÍCOLAS,3000.00,0.00,3000.00,2400.00,2400.00
2020,REGIÓN I METROPOLITANA,12100103,MUNICIPALIDAD DE SAN JOSE PINULA,0100,GUATEMALA,14000,INGRESOS DE OPERACION,14100,VENTA DE BIENES,14120,VENTA DE PRODUCTOS AGROPECUARIOS Y FORESTALES,14120,VENTA DE PRODUCTOS AGROPECUARIOS Y FORESTALES,0.00,0.00,0.00,2122.00,2122.00
2020,REGIÓN I METROPOLITANA,12100103,MUNICIPALIDAD DE SAN JOSE PINULA,0100,GUATEMALA,14000,INGRESOS DE OPERACION,14100,VENTA DE BIENES,14190,VENTA DE OTROS BIENES,14190,VENTA DE OTROS BIENES,85400.00,0.00,85400.00,45263.25,45263.25
2020,REGIÓN I METROPOLITANA,12100103,MUNICIPALIDAD DE SAN JOSE PINULA,0100,GUATEMALA,14000,INGRESOS DE OPERACION,14200,VENTA DE SERVICIOS,14240,SERVICIOS PÚBLICOS MUNICIPALES,14240,SERVICIOS PÚBLICOS MUNICIPALES,4866800.00,0.00,4866800.00,1295371.01,1295371.01
2020,REGIÓN I METROPOLITANA,12100103,MUNICIPALIDAD DE SAN JOSE PINULA,0100,GUATEMALA,15000,RENTAS DE LA PROPIEDAD,15100,INTERESES,15130,POR DEPOSITOS,15131,POR DEPÓSITOS INTERNOS,750000.00,0.00,750000.00,284492.69,284492.69
2020,REGIÓN I METROPOLITANA,12100103,MUNICIPALIDAD DE SAN JOSE PINULA,0100,GUATEMALA,16000,TRANSFERENCIAS CORRIENTES,16200,DEL SECTOR PÚBLICO,16210,DE LA ADMINISTRACIÓN CENTRAL,16210,DE LA ADMINISTRACIÓN CENTRAL,5779750.00,0.00,5779750.00,2786615.82,2786615.82
2020,REGIÓN I METROPOLITANA,12100103,MUNICIPALIDAD DE SAN JOSE PINULA,0100,GUATEMALA,16000,TRANSFERENCIAS CORRIENTES,16200,DEL SECTOR PÚBLICO,16220,DE ENTIDADES DESCENTRALIZADAS Y AUTÓNOMAS NO FINANCIERAS,16220,DE ENTIDADES DESCENTRALIZADAS Y AUTÓNOMAS NO FINANCIERAS,31200.00,0.00,31200.00,0.00,0.00
2020,REGIÓN I METROPOLITANA,12100103,MUNICIPALIDAD DE SAN JOSE PINULA,0100,GUATEMALA,17000,TRANSFERENCIAS DE CAPITAL,17200,DEL SECTOR PÚBLICO,17210,DE LA ADMINISTRACIÓN CENTRAL,17210,DE LA ADMINISTRACIÓN CENTRAL,27923250.00,0.00,27923250.00,14048586.37,14048586.37
2020,REGIÓN I METROPOLITANA,12100103,MUNICIPALIDAD DE SAN JOSE PINULA,0100,GUATEMALA,17000,TRANSFERENCIAS DE CAPITAL,17200,DEL SECTOR PÚBLICO,17220,DE ENTIDADES DESCENTRALIZADAS Y AUTÓNOMAS NO FINANCIERAS,17220,DE ENTIDADES DESCENTRALIZADAS Y AUTÓNOMAS NO FINANCIERAS,0.00,20911613.19,20911613.19,16732449.73,16732449.73
2020,REGIÓN I METROPOLITANA,12100103,MUNICIPALIDAD DE SAN JOSE PINULA,0100,GUATEMALA,23000,DISMINUCIÓN DE OTROS ACTIVOS FINANCIEROS,23100,DISMINUCIÓN DE DISPONIBILIDADES,23110,DISMINUCIÓN DE CAJA Y BANCOS,23110,DISMINUCIÓN DE CAJA Y BANCOS,0.00,23377843.22,23377843.22,0.00,0.00
2020,REGIÓN I METROPOLITANA,12100104,MUNICIPALIDAD DE SAN JOSE DEL GOLFO,0100,GUATEMALA,10000,INGRESOS TRIBUTARIOS,10100,IMPUESTOS DIRECTOS,10140,IMPUESTOS MUNICIPALES,10141,SOBRE LA TENENCIA DE PATRIMONIO,130000.00,0.00,130000.00,146458.28,146458.28
2020,REGIÓN I METROPOLITANA,12100104,MUNICIPALIDAD DE SAN JOSE DEL GOLFO,0100,GUATEMALA,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10220,IMPUESTOS SOBRE PRODUCTOS INDUSTRIALES Y PRIMARIOS,10224,REGALÍAS,35000.00,0.00,35000.00,21793.06,21793.06
2020,REGIÓN I METROPOLITANA,12100104,MUNICIPALIDAD DE SAN JOSE DEL GOLFO,0100,GUATEMALA,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10280,ARBITRIOS MUNICIPALES,10281,SOBRE ESTABLECIMIENTOS COMERCIALES,142100.00,0.00,142100.00,5665.00,5665.00
2020,REGIÓN I METROPOLITANA,12100104,MUNICIPALIDAD DE SAN JOSE DEL GOLFO,0100,GUATEMALA,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10280,ARBITRIOS MUNICIPALES,10282,SOBRE ESTABLECIMIENTOS DE SERVICIOS,1822000.00,0.00,1822000.00,171305.00,171305.00
2020,REGIÓN I METROPOLITANA,12100104,MUNICIPALIDAD DE SAN JOSE DEL GOLFO,0100,GUATEMALA,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10280,ARBITRIOS MUNICIPALES,10283,SOBRE ESTABLECIMIENTOS INDUSTRIALES,30000.00,0.00,30000.00,100.00,100.00
2020,REGIÓN I METROPOLITANA,12100104,MUNICIPALIDAD DE SAN JOSE DEL GOLFO,0100,GUATEMALA,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10280,ARBITRIOS MUNICIPALES,10284,SOBRE DIVERSIONES Y ESPECTÁCULOS,10000.00,0.00,10000.00,600.00,600.00
2020,REGIÓN I METROPOLITANA,12100104,MUNICIPALIDAD DE SAN JOSE DEL GOLFO,0100,GUATEMALA,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10280,ARBITRIOS MUNICIPALES,10285,"SOBRE PRODUCTOS PRIMARIOS, MINERALES Y VEGETALES",1500.00,0.00,1500.00,0.00,0.00
2020,REGIÓN I METROPOLITANA,12100104,MUNICIPALIDAD DE SAN JOSE DEL GOLFO,0100,GUATEMALA,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10280,ARBITRIOS MUNICIPALES,10289,OTROS ARBITRIOS MUNICIPALES,70000.00,0.00,70000.00,48725.00,48725.00
2020,REGIÓN I METROPOLITANA,12100104,MUNICIPALIDAD DE SAN JOSE DEL GOLFO,0100,GUATEMALA,11000,INGRESOS NO TRIBUTARIOS,11200,TASAS,11290,TASAS Y LICENCIAS VARIAS,11290,TASAS Y LICENCIAS VARIAS,915641.20,0.00,915641.20,476336.90,476336.90
2020,REGIÓN I METROPOLITANA,12100104,MUNICIPALIDAD DE SAN JOSE DEL GOLFO,0100,GUATEMALA,11000,INGRESOS NO TRIBUTARIOS,11400,"ARRENDAMIENTO DE EDIFICIOS, EQUIPOS E INSTALACIONES",11410,DE EDIFICIOS Y VIVIENDAS,11410,DE EDIFICIOS Y VIVIENDAS,60000.00,0.00,60000.00,48625.00,48625.00
2020,REGIÓN I METROPOLITANA,12100104,MUNICIPALIDAD DE SAN JOSE DEL GOLFO,0100,GUATEMALA,11000,INGRESOS NO TRIBUTARIOS,11600,MULTAS,11610,ORIGINADAS POR INGRESOS NO TRIBUTARIOS,11610,ORIGINADAS POR INGRESOS NO TRIBUTARIOS,2500.00,0.00,2500.00,0.00,0.00
2020,REGIÓN I METROPOLITANA,12100104,MUNICIPALIDAD DE SAN JOSE DEL GOLFO,0100,GUATEMALA,11000,INGRESOS NO TRIBUTARIOS,11900,OTROS INGRESOS NO TRIBUTARIOS,11990,OTROS INGRESOS NO TRIBUTARIOS,11990,OTROS INGRESOS NO TRIBUTARIOS,3600.00,0.00,3600.00,5285.00,5285.00
2020,REGIÓN I METROPOLITANA,12100104,MUNICIPALIDAD DE SAN JOSE DEL GOLFO,0100,GUATEMALA,13000,VTA. DE BIENES Y SERV. DE LA ADM. PÚBLICA,13200,VENTA DE SERVICIOS,13260,SERVICIOS ADMINISTRATIVOS MUNICIPALES,13260,SERVICIOS ADMINISTRATIVOS MUNICIPALES,19217.80,0.00,19217.80,23195.00,23195.00
